table_id,alue_16_20180101,timeperiod_q,contentscode,alue_16_20180101_text,timeperiod_q_text,contentscode_text,value,value_str,source,updated
11n1,SA3,2013Q3,atp_lkm,SA3 Western Finland,2013Q3,Job vacancies,5900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2013Q4,atp_lkm,SA3 Western Finland,2013Q4,Job vacancies,4300,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2014Q1,atp_lkm,SA3 Western Finland,2014Q1,Job vacancies,12800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2014Q2,atp_lkm,SA3 Western Finland,2014Q2,Job vacancies,5600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2014Q3,atp_lkm,SA3 Western Finland,2014Q3,Job vacancies,3600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2014Q4,atp_lkm,SA3 Western Finland,2014Q4,Job vacancies,5200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2015Q1,atp_lkm,SA3 Western Finland,2015Q1,Job vacancies,8200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2015Q2,atp_lkm,SA3 Western Finland,2015Q2,Job vacancies,8700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2015Q3,atp_lkm,SA3 Western Finland,2015Q3,Job vacancies,3900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2015Q4,atp_lkm,SA3 Western Finland,2015Q4,Job vacancies,4000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2016Q1,atp_lkm,SA3 Western Finland,2016Q1,Job vacancies,9600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2016Q2,atp_lkm,SA3 Western Finland,2016Q2,Job vacancies,8200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2016Q3,atp_lkm,SA3 Western Finland,2016Q3,Job vacancies,6200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2016Q4,atp_lkm,SA3 Western Finland,2016Q4,Job vacancies,7200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2017Q1,atp_lkm,SA3 Western Finland,2017Q1,Job vacancies,9600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2017Q2,atp_lkm,SA3 Western Finland,2017Q2,Job vacancies,8500,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2017Q3,atp_lkm,SA3 Western Finland,2017Q3,Job vacancies,8000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2017Q4,atp_lkm,SA3 Western Finland,2017Q4,Job vacancies,8700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2018Q1,atp_lkm,SA3 Western Finland,2018Q1,Job vacancies,13500,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2018Q2,atp_lkm,SA3 Western Finland,2018Q2,Job vacancies,12100,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2018Q3,atp_lkm,SA3 Western Finland,2018Q3,Job vacancies,10800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2018Q4,atp_lkm,SA3 Western Finland,2018Q4,Job vacancies,8600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2019Q1,atp_lkm,SA3 Western Finland,2019Q1,Job vacancies,16100,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2019Q2,atp_lkm,SA3 Western Finland,2019Q2,Job vacancies,12000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2019Q3,atp_lkm,SA3 Western Finland,2019Q3,Job vacancies,9700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2019Q4,atp_lkm,SA3 Western Finland,2019Q4,Job vacancies,9200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2020Q1,atp_lkm,SA3 Western Finland,2020Q1,Job vacancies,13000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2020Q2,atp_lkm,SA3 Western Finland,2020Q2,Job vacancies,8800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2020Q3,atp_lkm,SA3 Western Finland,2020Q3,Job vacancies,9100,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2020Q4,atp_lkm,SA3 Western Finland,2020Q4,Job vacancies,7800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2021Q1,atp_lkm,SA3 Western Finland,2021Q1,Job vacancies,15700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2021Q2,atp_lkm,SA3 Western Finland,2021Q2,Job vacancies,11000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2021Q3,atp_lkm,SA3 Western Finland,2021Q3,Job vacancies,18400,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2021Q4,atp_lkm,SA3 Western Finland,2021Q4,Job vacancies,12400,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2022Q1,atp_lkm,SA3 Western Finland,2022Q1,Job vacancies,24100,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2022Q2,atp_lkm,SA3 Western Finland,2022Q2,Job vacancies,13200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2022Q3,atp_lkm,SA3 Western Finland,2022Q3,Job vacancies,15200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2022Q4,atp_lkm,SA3 Western Finland,2022Q4,Job vacancies,9200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2023Q1,atp_lkm,SA3 Western Finland,2023Q1,Job vacancies,23100,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2023Q2,atp_lkm,SA3 Western Finland,2023Q2,Job vacancies,8500,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2023Q3,atp_lkm,SA3 Western Finland,2023Q3,Job vacancies,8700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2023Q4,atp_lkm,SA3 Western Finland,2023Q4,Job vacancies,9700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2024Q1,atp_lkm,SA3 Western Finland,2024Q1,Job vacancies,14800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2024Q2,atp_lkm,SA3 Western Finland,2024Q2,Job vacancies,10500,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2024Q3,atp_lkm,SA3 Western Finland,2024Q3,Job vacancies,6000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2024Q4,atp_lkm,SA3 Western Finland,2024Q4,Job vacancies,8900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2025Q1,atp_lkm,SA3 Western Finland,2025Q1,Job vacancies,9900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2025Q2,atp_lkm,SA3 Western Finland,2025Q2,Job vacancies,6800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2025Q3,atp_lkm,SA3 Western Finland,2025Q3,Job vacancies,5300,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2025Q4,atp_lkm,SA3 Western Finland,2025Q4,Job vacancies,4400,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2026Q1,atp_lkm,SA3 Western Finland,2026Q1,Job vacancies,12800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA3,2026Q2,atp_lkm,SA3 Western Finland,2026Q2,Job vacancies,6000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2013Q1,atp_lkm,SA4 Northern and Eastern Finland,2013Q1,Job vacancies,7700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2013Q2,atp_lkm,SA4 Northern and Eastern Finland,2013Q2,Job vacancies,7700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2013Q3,atp_lkm,SA4 Northern and Eastern Finland,2013Q3,Job vacancies,5500,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2013Q4,atp_lkm,SA4 Northern and Eastern Finland,2013Q4,Job vacancies,3600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2014Q1,atp_lkm,SA4 Northern and Eastern Finland,2014Q1,Job vacancies,12200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2014Q2,atp_lkm,SA4 Northern and Eastern Finland,2014Q2,Job vacancies,4700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2014Q3,atp_lkm,SA4 Northern and Eastern Finland,2014Q3,Job vacancies,4800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2014Q4,atp_lkm,SA4 Northern and Eastern Finland,2014Q4,Job vacancies,4200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2015Q1,atp_lkm,SA4 Northern and Eastern Finland,2015Q1,Job vacancies,10700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2015Q2,atp_lkm,SA4 Northern and Eastern Finland,2015Q2,Job vacancies,4900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2015Q3,atp_lkm,SA4 Northern and Eastern Finland,2015Q3,Job vacancies,5000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2015Q4,atp_lkm,SA4 Northern and Eastern Finland,2015Q4,Job vacancies,4900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2016Q1,atp_lkm,SA4 Northern and Eastern Finland,2016Q1,Job vacancies,14200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2016Q2,atp_lkm,SA4 Northern and Eastern Finland,2016Q2,Job vacancies,5800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2016Q3,atp_lkm,SA4 Northern and Eastern Finland,2016Q3,Job vacancies,5600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2016Q4,atp_lkm,SA4 Northern and Eastern Finland,2016Q4,Job vacancies,5700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2017Q1,atp_lkm,SA4 Northern and Eastern Finland,2017Q1,Job vacancies,24900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2017Q2,atp_lkm,SA4 Northern and Eastern Finland,2017Q2,Job vacancies,6100,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2017Q3,atp_lkm,SA4 Northern and Eastern Finland,2017Q3,Job vacancies,7800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2017Q4,atp_lkm,SA4 Northern and Eastern Finland,2017Q4,Job vacancies,7600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2018Q1,atp_lkm,SA4 Northern and Eastern Finland,2018Q1,Job vacancies,15800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2018Q2,atp_lkm,SA4 Northern and Eastern Finland,2018Q2,Job vacancies,8400,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2018Q3,atp_lkm,SA4 Northern and Eastern Finland,2018Q3,Job vacancies,9300,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2018Q4,atp_lkm,SA4 Northern and Eastern Finland,2018Q4,Job vacancies,9400,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2019Q1,atp_lkm,SA4 Northern and Eastern Finland,2019Q1,Job vacancies,16700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2019Q2,atp_lkm,SA4 Northern and Eastern Finland,2019Q2,Job vacancies,10600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2019Q3,atp_lkm,SA4 Northern and Eastern Finland,2019Q3,Job vacancies,10100,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2019Q4,atp_lkm,SA4 Northern and Eastern Finland,2019Q4,Job vacancies,6100,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2020Q1,atp_lkm,SA4 Northern and Eastern Finland,2020Q1,Job vacancies,18800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2020Q2,atp_lkm,SA4 Northern and Eastern Finland,2020Q2,Job vacancies,6800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2020Q3,atp_lkm,SA4 Northern and Eastern Finland,2020Q3,Job vacancies,9300,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2020Q4,atp_lkm,SA4 Northern and Eastern Finland,2020Q4,Job vacancies,6300,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2021Q1,atp_lkm,SA4 Northern and Eastern Finland,2021Q1,Job vacancies,14200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2021Q2,atp_lkm,SA4 Northern and Eastern Finland,2021Q2,Job vacancies,10600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2021Q3,atp_lkm,SA4 Northern and Eastern Finland,2021Q3,Job vacancies,12300,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2021Q4,atp_lkm,SA4 Northern and Eastern Finland,2021Q4,Job vacancies,12800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2022Q1,atp_lkm,SA4 Northern and Eastern Finland,2022Q1,Job vacancies,17400,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2022Q2,atp_lkm,SA4 Northern and Eastern Finland,2022Q2,Job vacancies,15700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2022Q3,atp_lkm,SA4 Northern and Eastern Finland,2022Q3,Job vacancies,12200,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2022Q4,atp_lkm,SA4 Northern and Eastern Finland,2022Q4,Job vacancies,14700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2023Q1,atp_lkm,SA4 Northern and Eastern Finland,2023Q1,Job vacancies,15800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2023Q2,atp_lkm,SA4 Northern and Eastern Finland,2023Q2,Job vacancies,10700,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2023Q3,atp_lkm,SA4 Northern and Eastern Finland,2023Q3,Job vacancies,8600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2023Q4,atp_lkm,SA4 Northern and Eastern Finland,2023Q4,Job vacancies,9900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2024Q1,atp_lkm,SA4 Northern and Eastern Finland,2024Q1,Job vacancies,11600,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2024Q2,atp_lkm,SA4 Northern and Eastern Finland,2024Q2,Job vacancies,13900,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2024Q3,atp_lkm,SA4 Northern and Eastern Finland,2024Q3,Job vacancies,7500,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2024Q4,atp_lkm,SA4 Northern and Eastern Finland,2024Q4,Job vacancies,7300,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2025Q1,atp_lkm,SA4 Northern and Eastern Finland,2025Q1,Job vacancies,14000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2025Q2,atp_lkm,SA4 Northern and Eastern Finland,2025Q2,Job vacancies,6300,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2025Q3,atp_lkm,SA4 Northern and Eastern Finland,2025Q3,Job vacancies,6800,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2025Q4,atp_lkm,SA4 Northern and Eastern Finland,2025Q4,Job vacancies,4400,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2026Q1,atp_lkm,SA4 Northern and Eastern Finland,2026Q1,Job vacancies,11000,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
11n1,SA4,2026Q2,atp_lkm,SA4 Northern and Eastern Finland,2026Q2,Job vacancies,5500,,"Statistics Finland, job vacancy survey",2026-08-20T05:00:00Z
