table_id,series_family,role,series_id,dimensions_json,forecast_scope,measure_code,is_forecast_target,is_auxiliary_feature,duplicate_group,authoritative_source,n_periods,n_non_null,coverage_ratio,zero_fraction,variance,time_first,time_last,selected,selection_reason
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8153|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8153"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,22,0.4074074074074074,0.5909090909090909,9.059917355371901,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8154|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8154"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,30,0.5555555555555556,0.8,96.55555555555556,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8155|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8155"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8156|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8156"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,50,0.9259259259259259,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8157|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8157"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,49,0.9074074074074074,0.0,3221.687630154103,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8159|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8159"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,43,0.7962962962962963,0.8372093023255814,28.212006489994597,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8160|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8160"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,34913.51851851851,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8171|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8171"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,39,0.7222222222222222,0.7435897435897436,210.50624589086127,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8172|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8172"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,35,0.6481481481481481,0.3142857142857143,118.04571428571427,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8181|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8181"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,40,0.7407407407407407,0.925,3.549375,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8182|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8182"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,39,0.7222222222222222,0.6153846153846154,62.4352399737015,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8183|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8183"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,32,0.5925925925925926,0.34375,32.55859375,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8189|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8189"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,47,0.8703703703703703,0.19148936170212766,3810.4228157537345,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8211|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8211"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,31677.577846364882,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8212|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8212"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,0.0,22867.066571733718,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8219|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8219"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,49,0.9074074074074074,0.0,1522.838817159517,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8311|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8311"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,46,0.8518518518518519,0.782608695652174,45.98534971644612,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8312|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8312"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,33,0.6111111111111112,0.8787878787878788,88.99908172635446,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8321|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8321"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,46,0.8518518518518519,0.21739130434782608,339.5103969754254,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8322|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8322"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,129310.31172839507,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8331|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8331"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,0.018867924528301886,7770.098967604132,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8332|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8332"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,125196.59259259255,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8341|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8341"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,18,0.3333333333333333,0.5,11.950617283950615,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8342|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8342"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,8488.085048010977,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8343|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8343"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,49,0.9074074074074074,0.0,185.50104123281966,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8344|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8344"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,0.0,1284.9576361694556,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=8350|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""8350"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,43,0.7962962962962963,0.06976744186046512,291.8647917793402,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9111|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9111"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,8008.656035665295,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9112|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9112"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,329107.4320987654,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9122|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9122"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,50,0.9259259259259259,0.12,957.7203999999999,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9123|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9123"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,46,0.8518518518518519,0.1956521739130435,317.38988657845,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9129|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9129"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,42,0.7777777777777778,0.14285714285714285,439.0861678004535,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9211|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9211"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,50,0.9259259259259259,0.9,14.976400000000002,2013Q1,2026Q2,False,mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9212|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9212"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,48,0.8888888888888888,0.9791666666666666,17.155815972222218,2013Q1,2026Q2,False,mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9213|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9213"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,33,0.6111111111111112,0.8181818181818182,26.591368227731863,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9214|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9214"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,38,0.7037037037037037,0.2631578947368421,7352.620498614959,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9215|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9215"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,45,0.8333333333333334,0.8888888888888888,878.0266666666664,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9216|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9216"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,51,0.9444444444444444,0.9803921568627451,9.3041138023837,2013Q1,2026Q2,False,mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9311|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9311"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,0.9811320754716981,0.4627981488074049,2013Q1,2026Q2,False,mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9312|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9312"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,47630.33196159122,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9313|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9313"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,154619.7023319616,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9321|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9321"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,51,0.9444444444444444,0.0,3567.963860053825,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9329|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9329"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,34,0.6296296296296297,0.6176470588235294,274.57525951557096,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9332|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9332"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9333|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9333"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,955377.0150891632,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9334|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9334"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,43,0.7962962962962963,0.27906976744186046,187.15413737155217,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9411|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9411"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,6001.252743484224,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9412|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9412"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,161827.68895747603,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9510|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9510"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,47,0.8703703703703703,0.2553191489361702,4834.251697600726,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9520|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9520"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,48,0.8888888888888888,0.9166666666666666,31.581597222222214,2013Q1,2026Q2,False,mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9611|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9611"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,45,0.8333333333333334,0.17777777777777778,1152.5955555555558,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9612|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9612"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,29,0.5370370370370371,0.3103448275862069,56.661117717003556,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9613|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9613"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,50,0.9259259259259259,0.84,23.632399999999997,2013Q1,2026Q2,False,mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9621|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9621"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,52,0.9629629629629629,0.1346153846153846,33997.92159763313,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9622|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9622"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,47,0.8703703703703703,0.10638297872340426,1046.786781349027,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9623|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9623"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,52,0.9629629629629629,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=9629|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""9629"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,51,0.9444444444444444,0.0196078431372549,2908.101499423298,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=SSS|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""SSS"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,208398745.91220853,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=X011|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""X011"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,0.07547169811320754,1499.1505873976505,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=X111|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""X111"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK01|Ammattiryhmä=X121|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK01"", ""Ammattiryhmä"": ""X121"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
