table_id,series_family,role,series_id,dimensions_json,forecast_scope,measure_code,is_forecast_target,is_auxiliary_feature,duplicate_group,authoritative_source,n_periods,n_non_null,coverage_ratio,zero_fraction,variance,time_first,time_last,selected,selection_reason
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3151|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3151"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,43,0.7962962962962963,1.0,0.0,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3152|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3152"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,39,0.7222222222222222,1.0,0.0,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3153|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3153"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3154|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3154"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3155|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3155"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3211|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3211"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,32,0.5925925925925926,0.53125,109.2490234375,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3212|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3212"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,34,0.6296296296296297,0.17647058823529413,49.77249134948097,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3213|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3213"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,36,0.6666666666666666,0.05555555555555555,35.46527777777778,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3214|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3214"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,25,0.46296296296296297,0.92,2.2464,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3221|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3221"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.07407407407407407,26797.887517146766,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3222|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3222"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,37,0.6851851851851852,0.6486486486486487,38.97005113221328,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3230|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3230"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,52,0.9629629629629629,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3240|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3240"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3251|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3251"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,17,0.3148148148148148,0.17647058823529413,14.692041522491351,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3254|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3254"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,17,0.3148148148148148,0.7647058823529411,5.993079584775086,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3255|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3255"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,51,0.9444444444444444,0.058823529411764705,92.20991926182239,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3256|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3256"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3257|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3257"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,16,0.2962962962962963,0.6875,7.27734375,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3258|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3258"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,34,0.6296296296296297,0.7647058823529411,281.0700692041522,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3259|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3259"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,48,0.8888888888888888,0.041666666666666664,144.08333333333334,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3311|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3311"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,52,0.9629629629629629,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3312|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3312"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,51,0.9444444444444444,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3313|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3313"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,52,0.9629629629629629,0.0,177.26923076923077,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3314|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3314"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,47,0.8703703703703703,0.9787234042553191,0.7496604798551373,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3315|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3315"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,43,0.7962962962962963,1.0,0.0,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3321|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3321"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,36,0.6666666666666666,0.9166666666666666,2.8055555555555554,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3322|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3322"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,53,0.9814814814814815,0.0,52175.570665717336,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3323|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3323"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,20,0.37037037037037035,0.15,2305.4275000000002,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3324|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3324"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,52,0.9629629629629629,0.9230769230769231,16.586908284023668,2013Q1,2026Q2,False,mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3331|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3331"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,41,0.7592592592592593,1.0,0.0,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3332|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3332"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,47,0.8703703703703703,0.9361702127659575,7.8768673607967425,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3333|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3333"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,38,0.7037037037037037,0.15789473684210525,168.606648199446,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3334|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3334"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,44,0.8148148148148148,0.0,36.088326446280995,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3339|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3339"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,19,0.35185185185185186,0.6842105263157895,20.759002770083104,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3341|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3341"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,11,0.2037037037037037,0.5454545454545454,11.272727272727273,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3342|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3342"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,34,0.6296296296296297,1.0,0.0,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3343|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3343"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,50,0.9259259259259259,0.0,39.800399999999996,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3344|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3344"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,24,0.4444444444444444,0.375,32.24826388888889,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3351|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3351"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,39,0.7222222222222222,1.0,0.0,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3352|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3352"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,32,0.5925925925925926,0.59375,140.7646484375,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3353|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3353"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,18,0.3333333333333333,0.7222222222222222,19.570987654320987,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3354|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3354"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,50,0.9259259259259259,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3355|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3355"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,18,0.3333333333333333,0.5,13.358024691358027,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3359|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3359"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,37,0.6851851851851852,0.4864864864864865,11.85682980277575,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3411|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3411"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,36,0.6666666666666666,0.3055555555555556,95.97145061728395,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3412|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3412"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,54,1.0,0.0,5000.2609739369,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3413|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3413"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,26,0.48148148148148145,0.5,32.325443786982255,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3421|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3421"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,51,0.9444444444444444,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3422|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3422"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,35,0.6481481481481481,0.34285714285714286,42.29714285714286,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3423|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3423"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,48,0.8888888888888888,0.0,283.625,2013Q1,2026Q2,True,accepted
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3431|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3431"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,35,0.6481481481481481,0.9428571428571428,1.3469387755102045,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3432|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3432"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,34,0.6296296296296297,0.9705882352941176,0.7136678200692038,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3433|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3433"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,46,0.8518518518518519,1.0,0.0,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3434|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3434"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,34,0.6296296296296297,0.0,43.16349480968858,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3435|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3435"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,34,0.6296296296296297,0.9117647058823529,71.8858131487889,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3511|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3511"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,30,0.5555555555555556,0.8666666666666667,11.426666666666668,2013Q1,2026Q2,False,insufficient_non_null_quarters;mostly_zero
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3512|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3512"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,33,0.6111111111111112,0.06060606060606061,37.239669421487605,2013Q1,2026Q2,False,insufficient_non_null_quarters
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3513|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3513"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,51,0.9444444444444444,1.0,0.0,2013Q1,2026Q2,False,mostly_zero;no_variation
12tu,KEHA_occupation,panel_target,12tu::Alue=MK17|Ammattiryhmä=3514|Työmarkkina-asema=SSS|contentscode=AVPAIKATYHT,"{""Alue"": ""MK17"", ""Ammattiryhmä"": ""3514"", ""Työmarkkina-asema"": ""SSS"", ""contentscode"": ""AVPAIKATYHT""}",province_occupation,AVPAIKATYHT,True,False,,12tu,54,52,0.9629629629629629,0.9615384615384616,2.366863905325444,2013Q1,2026Q2,False,mostly_zero
