table_id,Alue,timeperiod_m,contentscode,timeperiod_q,Alue_text,timeperiod_m_text,contentscode_text,value,value_str,source,updated,agg_source_months
12r5,KU236,,UUDETAVP,2021Q2,Kaustinen,,New vacancies during the month (number),48,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M06
12r5,KU236,,AVPAIKATLOPUSSA,2021Q3,Kaustinen,,Vacancies on end-of-month calculation date (number),50,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M09
12r5,KU236,,UUDETAVP,2021Q3,Kaustinen,,New vacancies during the month (number),22,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M09
12r5,KU236,,AVPAIKATLOPUSSA,2021Q4,Kaustinen,,Vacancies on end-of-month calculation date (number),48,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M12
12r5,KU236,,UUDETAVP,2021Q4,Kaustinen,,New vacancies during the month (number),30,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M12
12r5,KU236,,AVPAIKATLOPUSSA,2022Q1,Kaustinen,,Vacancies on end-of-month calculation date (number),70,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M03
12r5,KU236,,UUDETAVP,2022Q1,Kaustinen,,New vacancies during the month (number),42,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M03
12r5,KU236,,AVPAIKATLOPUSSA,2022Q2,Kaustinen,,Vacancies on end-of-month calculation date (number),56,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M06
12r5,KU236,,UUDETAVP,2022Q2,Kaustinen,,New vacancies during the month (number),35,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M06
12r5,KU236,,AVPAIKATLOPUSSA,2022Q3,Kaustinen,,Vacancies on end-of-month calculation date (number),49,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M09
12r5,KU236,,UUDETAVP,2022Q3,Kaustinen,,New vacancies during the month (number),36,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M09
12r5,KU236,,AVPAIKATLOPUSSA,2022Q4,Kaustinen,,Vacancies on end-of-month calculation date (number),57,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M12
12r5,KU236,,UUDETAVP,2022Q4,Kaustinen,,New vacancies during the month (number),56,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M12
12r5,KU236,,AVPAIKATLOPUSSA,2023Q1,Kaustinen,,Vacancies on end-of-month calculation date (number),57,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M03
12r5,KU236,,UUDETAVP,2023Q1,Kaustinen,,New vacancies during the month (number),61,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M03
12r5,KU236,,AVPAIKATLOPUSSA,2023Q2,Kaustinen,,Vacancies on end-of-month calculation date (number),33,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M06
12r5,KU236,,UUDETAVP,2023Q2,Kaustinen,,New vacancies during the month (number),31,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M06
12r5,KU236,,AVPAIKATLOPUSSA,2023Q3,Kaustinen,,Vacancies on end-of-month calculation date (number),24,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M09
12r5,KU236,,UUDETAVP,2023Q3,Kaustinen,,New vacancies during the month (number),22,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M09
12r5,KU236,,AVPAIKATLOPUSSA,2023Q4,Kaustinen,,Vacancies on end-of-month calculation date (number),32,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M12
12r5,KU236,,UUDETAVP,2023Q4,Kaustinen,,New vacancies during the month (number),33,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M12
12r5,KU236,,AVPAIKATLOPUSSA,2024Q1,Kaustinen,,Vacancies on end-of-month calculation date (number),52,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2024M03
12r5,KU236,,UUDETAVP,2024Q1,Kaustinen,,New vacancies during the month (number),63,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2024M03
12r5,KU236,,AVPAIKATLOPUSSA,2024Q2,Kaustinen,,Vacancies on end-of-month calculation date (number),19,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2024M06
12r5,KU236,,UUDETAVP,2024Q2,Kaustinen,,New vacancies during the month (number),28,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2024M06
12r5,KU236,,AVPAIKATLOPUSSA,2024Q3,Kaustinen,,Vacancies on end-of-month calculation date (number),69,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2024M09
12r5,KU236,,UUDETAVP,2024Q3,Kaustinen,,New vacancies during the month (number),80,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2024M09
12r5,KU236,,AVPAIKATLOPUSSA,2024Q4,Kaustinen,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2024M12
12r5,KU236,,UUDETAVP,2024Q4,Kaustinen,,New vacancies during the month (number),12,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2024M12
12r5,KU236,,AVPAIKATLOPUSSA,2025Q1,Kaustinen,,Vacancies on end-of-month calculation date (number),33,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2025M03
12r5,KU236,,UUDETAVP,2025Q1,Kaustinen,,New vacancies during the month (number),41,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2025M03
12r5,KU236,,AVPAIKATLOPUSSA,2025Q2,Kaustinen,,Vacancies on end-of-month calculation date (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2025M06
12r5,KU236,,UUDETAVP,2025Q2,Kaustinen,,New vacancies during the month (number),10,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2025M06
12r5,KU236,,AVPAIKATLOPUSSA,2025Q3,Kaustinen,,Vacancies on end-of-month calculation date (number),16,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2025M09
12r5,KU236,,UUDETAVP,2025Q3,Kaustinen,,New vacancies during the month (number),18,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2025M09
12r5,KU236,,AVPAIKATLOPUSSA,2025Q4,Kaustinen,,Vacancies on end-of-month calculation date (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2025M12
12r5,KU236,,UUDETAVP,2025Q4,Kaustinen,,New vacancies during the month (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2025M12
12r5,KU236,,AVPAIKATLOPUSSA,2026Q1,Kaustinen,,Vacancies on end-of-month calculation date (number),10,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2026M03
12r5,KU236,,UUDETAVP,2026Q1,Kaustinen,,New vacancies during the month (number),8,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2026M03
12r5,KU236,,AVPAIKATLOPUSSA,2026Q2,Kaustinen,,Vacancies on end-of-month calculation date (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2026M06
12r5,KU236,,UUDETAVP,2026Q2,Kaustinen,,New vacancies during the month (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2026M06
12r5,KU239,,AVPAIKATLOPUSSA,2009Q1,Keitele,,Vacancies on end-of-month calculation date (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2009M03
12r5,KU239,,UUDETAVP,2009Q1,Keitele,,New vacancies during the month (number),9,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2009M03
12r5,KU239,,AVPAIKATLOPUSSA,2009Q2,Keitele,,Vacancies on end-of-month calculation date (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2009M06
12r5,KU239,,UUDETAVP,2009Q2,Keitele,,New vacancies during the month (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2009M06
12r5,KU239,,AVPAIKATLOPUSSA,2009Q3,Keitele,,Vacancies on end-of-month calculation date (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2009M09
12r5,KU239,,UUDETAVP,2009Q3,Keitele,,New vacancies during the month (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2009M09
12r5,KU239,,AVPAIKATLOPUSSA,2009Q4,Keitele,,Vacancies on end-of-month calculation date (number),6,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2009M12
12r5,KU239,,UUDETAVP,2009Q4,Keitele,,New vacancies during the month (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2009M12
12r5,KU239,,AVPAIKATLOPUSSA,2010Q1,Keitele,,Vacancies on end-of-month calculation date (number),16,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2010M03
12r5,KU239,,UUDETAVP,2010Q1,Keitele,,New vacancies during the month (number),20,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2010M03
12r5,KU239,,AVPAIKATLOPUSSA,2010Q2,Keitele,,Vacancies on end-of-month calculation date (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2010M06
12r5,KU239,,UUDETAVP,2010Q2,Keitele,,New vacancies during the month (number),12,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2010M06
12r5,KU239,,AVPAIKATLOPUSSA,2010Q3,Keitele,,Vacancies on end-of-month calculation date (number),0,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2010M09
12r5,KU239,,UUDETAVP,2010Q3,Keitele,,New vacancies during the month (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2010M09
12r5,KU239,,AVPAIKATLOPUSSA,2010Q4,Keitele,,Vacancies on end-of-month calculation date (number),15,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2010M12
12r5,KU239,,UUDETAVP,2010Q4,Keitele,,New vacancies during the month (number),15,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2010M12
12r5,KU239,,AVPAIKATLOPUSSA,2011Q1,Keitele,,Vacancies on end-of-month calculation date (number),11,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2011M03
12r5,KU239,,UUDETAVP,2011Q1,Keitele,,New vacancies during the month (number),26,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2011M03
12r5,KU239,,AVPAIKATLOPUSSA,2011Q2,Keitele,,Vacancies on end-of-month calculation date (number),20,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2011M06
12r5,KU239,,UUDETAVP,2011Q2,Keitele,,New vacancies during the month (number),19,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2011M06
12r5,KU239,,AVPAIKATLOPUSSA,2011Q3,Keitele,,Vacancies on end-of-month calculation date (number),28,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2011M09
12r5,KU239,,UUDETAVP,2011Q3,Keitele,,New vacancies during the month (number),32,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2011M09
12r5,KU239,,AVPAIKATLOPUSSA,2011Q4,Keitele,,Vacancies on end-of-month calculation date (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2011M12
12r5,KU239,,UUDETAVP,2011Q4,Keitele,,New vacancies during the month (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2011M12
12r5,KU239,,AVPAIKATLOPUSSA,2012Q1,Keitele,,Vacancies on end-of-month calculation date (number),20,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2012M03
12r5,KU239,,UUDETAVP,2012Q1,Keitele,,New vacancies during the month (number),9,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2012M03
12r5,KU239,,AVPAIKATLOPUSSA,2012Q2,Keitele,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2012M06
12r5,KU239,,UUDETAVP,2012Q2,Keitele,,New vacancies during the month (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2012M06
12r5,KU239,,AVPAIKATLOPUSSA,2012Q3,Keitele,,Vacancies on end-of-month calculation date (number),10,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2012M09
12r5,KU239,,UUDETAVP,2012Q3,Keitele,,New vacancies during the month (number),6,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2012M09
12r5,KU239,,AVPAIKATLOPUSSA,2012Q4,Keitele,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2012M12
12r5,KU239,,UUDETAVP,2012Q4,Keitele,,New vacancies during the month (number),6,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2012M12
12r5,KU239,,AVPAIKATLOPUSSA,2013Q1,Keitele,,Vacancies on end-of-month calculation date (number),18,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2013M03
12r5,KU239,,UUDETAVP,2013Q1,Keitele,,New vacancies during the month (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2013M03
12r5,KU239,,AVPAIKATLOPUSSA,2013Q2,Keitele,,Vacancies on end-of-month calculation date (number),8,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2013M06
12r5,KU239,,UUDETAVP,2013Q2,Keitele,,New vacancies during the month (number),19,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2013M06
12r5,KU239,,AVPAIKATLOPUSSA,2013Q3,Keitele,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2013M09
12r5,KU239,,UUDETAVP,2013Q3,Keitele,,New vacancies during the month (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2013M09
12r5,KU239,,AVPAIKATLOPUSSA,2013Q4,Keitele,,Vacancies on end-of-month calculation date (number),8,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2013M12
12r5,KU239,,UUDETAVP,2013Q4,Keitele,,New vacancies during the month (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2013M12
12r5,KU239,,AVPAIKATLOPUSSA,2014Q1,Keitele,,Vacancies on end-of-month calculation date (number),22,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2014M03
12r5,KU239,,UUDETAVP,2014Q1,Keitele,,New vacancies during the month (number),25,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2014M03
12r5,KU239,,AVPAIKATLOPUSSA,2014Q2,Keitele,,Vacancies on end-of-month calculation date (number),,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2014M06
12r5,KU239,,UUDETAVP,2014Q2,Keitele,,New vacancies during the month (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2014M06
12r5,KU239,,AVPAIKATLOPUSSA,2014Q3,Keitele,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2014M09
12r5,KU239,,UUDETAVP,2014Q3,Keitele,,New vacancies during the month (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2014M09
12r5,KU239,,AVPAIKATLOPUSSA,2014Q4,Keitele,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2014M12
12r5,KU239,,UUDETAVP,2014Q4,Keitele,,New vacancies during the month (number),12,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2014M12
12r5,KU239,,AVPAIKATLOPUSSA,2015Q1,Keitele,,Vacancies on end-of-month calculation date (number),28,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2015M03
12r5,KU239,,UUDETAVP,2015Q1,Keitele,,New vacancies during the month (number),28,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2015M03
12r5,KU239,,AVPAIKATLOPUSSA,2015Q2,Keitele,,Vacancies on end-of-month calculation date (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2015M06
12r5,KU239,,UUDETAVP,2015Q2,Keitele,,New vacancies during the month (number),8,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2015M06
12r5,KU239,,AVPAIKATLOPUSSA,2015Q3,Keitele,,Vacancies on end-of-month calculation date (number),6,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2015M09
12r5,KU239,,UUDETAVP,2015Q3,Keitele,,New vacancies during the month (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2015M09
12r5,KU239,,AVPAIKATLOPUSSA,2015Q4,Keitele,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2015M12
12r5,KU239,,UUDETAVP,2015Q4,Keitele,,New vacancies during the month (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2015M12
12r5,KU239,,AVPAIKATLOPUSSA,2016Q1,Keitele,,Vacancies on end-of-month calculation date (number),31,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2016M03
12r5,KU239,,UUDETAVP,2016Q1,Keitele,,New vacancies during the month (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2016M03
12r5,KU239,,AVPAIKATLOPUSSA,2016Q2,Keitele,,Vacancies on end-of-month calculation date (number),23,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2016M06
12r5,KU239,,UUDETAVP,2016Q2,Keitele,,New vacancies during the month (number),29,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2016M06
12r5,KU239,,AVPAIKATLOPUSSA,2016Q3,Keitele,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2016M09
12r5,KU239,,UUDETAVP,2016Q3,Keitele,,New vacancies during the month (number),8,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2016M09
12r5,KU239,,AVPAIKATLOPUSSA,2016Q4,Keitele,,Vacancies on end-of-month calculation date (number),14,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2016M12
12r5,KU239,,UUDETAVP,2016Q4,Keitele,,New vacancies during the month (number),19,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2016M12
12r5,KU239,,AVPAIKATLOPUSSA,2017Q1,Keitele,,Vacancies on end-of-month calculation date (number),21,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2017M03
12r5,KU239,,UUDETAVP,2017Q1,Keitele,,New vacancies during the month (number),24,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2017M03
12r5,KU239,,AVPAIKATLOPUSSA,2017Q2,Keitele,,Vacancies on end-of-month calculation date (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2017M06
12r5,KU239,,UUDETAVP,2017Q2,Keitele,,New vacancies during the month (number),9,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2017M06
12r5,KU239,,AVPAIKATLOPUSSA,2017Q3,Keitele,,Vacancies on end-of-month calculation date (number),30,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2017M09
12r5,KU239,,UUDETAVP,2017Q3,Keitele,,New vacancies during the month (number),32,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2017M09
12r5,KU239,,AVPAIKATLOPUSSA,2017Q4,Keitele,,Vacancies on end-of-month calculation date (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2017M12
12r5,KU239,,UUDETAVP,2017Q4,Keitele,,New vacancies during the month (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2017M12
12r5,KU239,,AVPAIKATLOPUSSA,2018Q1,Keitele,,Vacancies on end-of-month calculation date (number),33,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2018M03
12r5,KU239,,UUDETAVP,2018Q1,Keitele,,New vacancies during the month (number),28,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2018M03
12r5,KU239,,AVPAIKATLOPUSSA,2018Q2,Keitele,,Vacancies on end-of-month calculation date (number),18,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2018M06
12r5,KU239,,UUDETAVP,2018Q2,Keitele,,New vacancies during the month (number),16,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2018M06
12r5,KU239,,AVPAIKATLOPUSSA,2018Q3,Keitele,,Vacancies on end-of-month calculation date (number),16,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2018M09
12r5,KU239,,UUDETAVP,2018Q3,Keitele,,New vacancies during the month (number),16,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2018M09
12r5,KU239,,AVPAIKATLOPUSSA,2018Q4,Keitele,,Vacancies on end-of-month calculation date (number),13,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2018M12
12r5,KU239,,UUDETAVP,2018Q4,Keitele,,New vacancies during the month (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2018M12
12r5,KU239,,AVPAIKATLOPUSSA,2019Q1,Keitele,,Vacancies on end-of-month calculation date (number),32,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2019M03
12r5,KU239,,UUDETAVP,2019Q1,Keitele,,New vacancies during the month (number),19,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2019M03
12r5,KU239,,AVPAIKATLOPUSSA,2019Q2,Keitele,,Vacancies on end-of-month calculation date (number),11,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2019M06
12r5,KU239,,UUDETAVP,2019Q2,Keitele,,New vacancies during the month (number),10,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2019M06
12r5,KU239,,AVPAIKATLOPUSSA,2019Q3,Keitele,,Vacancies on end-of-month calculation date (number),11,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2019M09
12r5,KU239,,UUDETAVP,2019Q3,Keitele,,New vacancies during the month (number),10,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2019M09
12r5,KU239,,AVPAIKATLOPUSSA,2019Q4,Keitele,,Vacancies on end-of-month calculation date (number),17,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2019M12
12r5,KU239,,UUDETAVP,2019Q4,Keitele,,New vacancies during the month (number),14,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2019M12
12r5,KU239,,AVPAIKATLOPUSSA,2020Q1,Keitele,,Vacancies on end-of-month calculation date (number),59,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2020M03
12r5,KU239,,UUDETAVP,2020Q1,Keitele,,New vacancies during the month (number),56,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2020M03
12r5,KU239,,AVPAIKATLOPUSSA,2020Q2,Keitele,,Vacancies on end-of-month calculation date (number),7,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2020M06
12r5,KU239,,UUDETAVP,2020Q2,Keitele,,New vacancies during the month (number),23,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2020M06
12r5,KU239,,AVPAIKATLOPUSSA,2020Q3,Keitele,,Vacancies on end-of-month calculation date (number),8,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2020M09
12r5,KU239,,UUDETAVP,2020Q3,Keitele,,New vacancies during the month (number),8,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2020M09
12r5,KU239,,AVPAIKATLOPUSSA,2020Q4,Keitele,,Vacancies on end-of-month calculation date (number),17,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2020M12
12r5,KU239,,UUDETAVP,2020Q4,Keitele,,New vacancies during the month (number),18,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2020M12
12r5,KU239,,AVPAIKATLOPUSSA,2021Q1,Keitele,,Vacancies on end-of-month calculation date (number),67,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M03
12r5,KU239,,UUDETAVP,2021Q1,Keitele,,New vacancies during the month (number),62,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M03
12r5,KU239,,AVPAIKATLOPUSSA,2021Q2,Keitele,,Vacancies on end-of-month calculation date (number),41,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M06
12r5,KU239,,UUDETAVP,2021Q2,Keitele,,New vacancies during the month (number),20,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M06
12r5,KU239,,AVPAIKATLOPUSSA,2021Q3,Keitele,,Vacancies on end-of-month calculation date (number),18,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M09
12r5,KU239,,UUDETAVP,2021Q3,Keitele,,New vacancies during the month (number),21,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M09
12r5,KU239,,AVPAIKATLOPUSSA,2021Q4,Keitele,,Vacancies on end-of-month calculation date (number),18,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M12
12r5,KU239,,UUDETAVP,2021Q4,Keitele,,New vacancies during the month (number),15,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2021M12
12r5,KU239,,AVPAIKATLOPUSSA,2022Q1,Keitele,,Vacancies on end-of-month calculation date (number),52,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M03
12r5,KU239,,UUDETAVP,2022Q1,Keitele,,New vacancies during the month (number),25,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M03
12r5,KU239,,AVPAIKATLOPUSSA,2022Q2,Keitele,,Vacancies on end-of-month calculation date (number),36,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M06
12r5,KU239,,UUDETAVP,2022Q2,Keitele,,New vacancies during the month (number),26,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M06
12r5,KU239,,AVPAIKATLOPUSSA,2022Q3,Keitele,,Vacancies on end-of-month calculation date (number),26,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M09
12r5,KU239,,UUDETAVP,2022Q3,Keitele,,New vacancies during the month (number),16,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M09
12r5,KU239,,AVPAIKATLOPUSSA,2022Q4,Keitele,,Vacancies on end-of-month calculation date (number),11,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M12
12r5,KU239,,UUDETAVP,2022Q4,Keitele,,New vacancies during the month (number),8,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2022M12
12r5,KU239,,AVPAIKATLOPUSSA,2023Q1,Keitele,,Vacancies on end-of-month calculation date (number),17,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M03
12r5,KU239,,UUDETAVP,2023Q1,Keitele,,New vacancies during the month (number),5,,"KEHA Centre, Employment Service Statistics",2026-08-25T05:00:00Z,2023M03
